walker-stand,walker-walk,walker-run,cheetah-run,reacher-easy,reacher-hard,acrobot-swingup,pendulum-swingup,cartpole-balance,cartpole-balance-sparse,cartpole-swingup,cartpole-swingup-sparse,cup-catch,finger-spin,finger-turn-easy,finger-turn-hard,fish-swim,hopper-stand,hopper-hop,quadruped-walk,quadruped-run,walker-walk-backward,walker-run-backward,cheetah-run-backward,cheetah-run-front,cheetah-run-back,cheetah-jump,hopper-hop-backward,reacher-three-easy,reacher-three-hard,cup-spin,pendulum-spin,jumper-jump,spinner-spin,spinner-spin-backward,spinner-jump,giraffe-run,mw-assembly,mw-basketball,mw-button-press-topdown,mw-button-press-topdown-wall,mw-button-press,mw-button-press-wall,mw-coffee-button,mw-coffee-pull,mw-coffee-push,mw-dial-turn,mw-disassemble,mw-door-open,mw-door-close,mw-drawer-close,mw-drawer-open,mw-faucet-open,mw-faucet-close,mw-hammer,mw-handle-press-side,mw-handle-press,mw-handle-pull-side,mw-handle-pull,mw-lever-pull,mw-peg-insert-side,mw-peg-unplug-side,mw-pick-out-of-hole,mw-pick-place,mw-pick-place-wall,mw-plate-slide,mw-plate-slide-side,mw-plate-slide-back,mw-plate-slide-back-side,mw-push-back,mw-push,mw-push-wall,mw-reach,mw-reach-wall,mw-soccer,mw-stick-push,mw-stick-pull,mw-sweep-into,mw-sweep,mw-window-open,mw-window-close,mw-bin-picking,mw-box-close,mw-door-lock,mw-door-unlock,mw-hand-insert,ms-ant-walk,ms-ant-run,ms-cartpole-balance,ms-cartpole-swingup,ms-hopper-stand,ms-hopper-hop,ms-pick-cube,ms-pick-cube-eepose,ms-pick-cube-so,ms-poke-cube,ms-push-cube,ms-pull-cube,ms-pull-cube-tool,ms-stack-cube,ms-place-sphere,ms-lift-peg,ms-pick-apple,ms-pick-banana,ms-pick-can,ms-pick-hammer,ms-pick-fork,ms-pick-knife,ms-pick-mug,ms-pick-orange,ms-pick-screwdriver,ms-pick-spoon,ms-pick-tennis-ball,ms-pick-baseball,ms-pick-cube-xarm6,ms-pick-sponge,ms-anymal-reach,ms-reach,ms-reach-eepose,ms-reach-xarm6,ms-cartpole-balance-sparse,ms-cartpole-swingup-sparse,mujoco-ant,mujoco-halfcheetah,mujoco-hopper,mujoco-inverted-pendulum,mujoco-reacher,mujoco-walker,bipedal-walker-flat,bipedal-walker-uneven,bipedal-walker-rugged,bipedal-walker-hills,bipedal-walker-obstacles,lunarlander-land,lunarlander-hover,lunarlander-takeoff,rd-push-red,rd-push-green,rd-push-blue,rd-open-slide,rd-open-drawer,rd-flat-block-in-bin,og-ant,og-antball,og-point-arena,og-point-maze,og-point-bottleneck,og-point-circle,og-point-spiral,og-ant-arena,og-ant-maze,og-ant-bottleneck,og-ant-circle,og-ant-spiral,pygame-cowboy,pygame-coinrun,pygame-spaceship,pygame-pong,pygame-bird-attack,pygame-highway,pygame-landing,pygame-air-hockey,pygame-rocket-collect,pygame-chase-evade,pygame-coconut-dodge,pygame-cartpole-balance,pygame-cartpole-swingup,pygame-cartpole-balance-sparse,pygame-cartpole-swingup-sparse,pygame-cartpole-tremor,pygame-point-maze-var1,pygame-point-maze-var2,pygame-point-maze-var3,atari-alien,atari-assault,atari-asterix,atari-atlantis,atari-bank-heist,atari-battle-zone,atari-beamrider,atari-boxing,atari-chopper-command,atari-crazy-climber,atari-double-dunk,atari-gopher,atari-ice-hockey,atari-jamesbond,atari-kangaroo,atari-krull,atari-ms-pacman,atari-name-this-game,atari-phoenix,atari-pong,atari-road-runner,atari-robotank,atari-seaquest,atari-space-invaders,atari-tutankham,atari-upndown,atari-yars-revenge
0.2260688841342926,0.03865726958028972,0.022293972317129374,0.04231837238185108,0.504699999652803,0.5501500040292739,0.18377785534830765,0.7962500050663948,0.9972582459449768,1,0.8063747733831406,0.0008499999821651727,0.09939999878406525,0.0037000000127591194,0.3815500006079674,0.1838500008918345,0.29571027755737306,0.05908146928995848,0.0053078123949489965,0.23979037895333022,0.3484807927161455,0.037684182683005926,0.02691488964483142,0.24386898670345544,0.02284054202027619,0.07493196167051792,0.26456546485424043,0.0070349333403584065,0.5132499976083637,0.4592000043950975,0.6932770602405072,0.8401863515377045,0.2113623045384884,0.04479911774396896,0.03362221950665116,0.08958034310489893,0.23058287873864175,0.05,0,0.15,0.1,0.4,0.2,0.6,0,0.2,0.15,0,0.05,1,0.95,0.65,0.45,0.65,0.2,0.1,0.35,0.1,0,0,0.05,0.1,0,0,0,1,0.05,0,0,0.25,0.15,0.25,0.1,0.5,0.15,0.1,0,0.15,0,0.55,0.4,0,0.05,0.3,0.25,0.25,0,0,0.997126629948616,0.04747033193707466,0.003583333408460021,0.0007461760018486529,0.05,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0.02084999978542328,0,0.17422010451555253,0.021541014302056283,0.0011752111837267875,0.004999999888241291,0.8702547043561936,0,0,0.021116064488887788,0,0,0,0.34544569104909895,0.8572424411773681,0.8743185102939606,0.1,0.2,0.9,0.55,0,0.05,0.2060411185026169,0,1,0.75,0.75,0.9,0.7,0,0,0,0,0,0,0.4759999975562096,0.3774999985471368,0.30000000447034836,0.1,0.7813400298357009,0.8929353177547454,0.07000000141561032,0.211804205738008,0.21408761572092772,0.4200000073760748,0.9902940392494202,0.05786584448069334,0.558399997651577,0,0.9774823814630509,0.6,0.65,0.65,0.234500003606081,0.46200000792741774,0.05000000074505806,0.24400000274181366,0,0.2666666805744171,0.12099999934434891,0.3050000071525574,0.800000011920929,0.07500000298023224,0,0.11999999731779099,0.3500000089406967,0.05000000074505806,0,0.36919999271631243,0.1340000033378601,0.2328333340585232,0.20000000298023224,0.1190476194024086,0.04499999936670065,0.03999999910593033,0.04399999976158142,0.10499999672174454,0.05000000074505806,0.3199999928474426,0.05589750073850155
