eval/step,eval/avg_score_dmcontrol,eval/avg_score_dmcontrol-ext,eval/avg_score_metaworld,eval/avg_score_maniskill,eval/avg_score_mujoco,eval/avg_score_box2d,eval/avg_score_robodesk,eval/avg_score_ogbench,eval/avg_score_pygame,eval/avg_score_atari
2000000,0.07721398848731215,0.10141952590778658,0.07040816326530612,0.01881480955683704,0.0003333333491658171,0.016335253632860258,0.016666666666666666,0.012500000000000002,0.09169792154854421,0.09690123475674126
4000000,0.05615804188779466,0.1022153824014822,0.09693877551020408,0.02818598819009266,0.007026637320329124,0.022456750002675108,0.025000000000000005,0.016678727601417146,0.10313599288783735,0.09899382800277737
6000000,0.036847530024757796,0.07985268766509535,0.12653061224489795,0.022853862554492503,0.005883152868288259,0.04575671040220186,0.049999999999999996,0.025718617753591386,0.10220862553503952,0.08963580250188156
8000000,0.03574239816612609,0.10899734112717852,0.17755102040816326,0.025207867165747508,0.0003333333491658171,0.044071532087400556,0.15,0.012523173512696911,0.11814491913966393,0.12382345802271394
10000000,0.04640307280058569,0.10723089318446455,0.2755102040816326,0.02395711801852182,0.0003333333491658171,0.032863749755051685,0.20000000000000004,0.020833333333333332,0.11843387331617505,0.11487654462042782
12000000,0.058925657954421784,0.10440203054076846,0.32040816326530613,0.023160764125178604,0.013106812171948453,0.03533666842849925,0.3,0.0375,0.13014430613256991,0.08797376661526936
14000000,0.05903638033781951,0.12582390678289812,0.4224489795918367,0.022665250529017713,0.006831608635062973,0.03136380680371076,0.21666666666666667,0.021835021441802382,0.13682147844841608,0.1277083356830257
16000000,0.05736696942976984,0.11180452880944358,0.44795918367346943,0.022512862779108727,0.06590916833374649,0.011385121440980583,0.09166666666666666,0.05833333333333333,0.12488693203286906,0.08225771657156723
18000000,0.09908881515147257,0.074347853058498,0.4540816326530612,0.019992641804532876,0.1638082437062015,0.062492054061294766,0.2416666666666667,0.04191570176044479,0.12237169286236167,0.10721234640934402
20000000,0.09615384194573078,0.10375442165558102,0.45918367346938777,0.023580836800702956,0.16464043603433917,0.06719886596849278,0.44166666666666665,0.021151601686142385,0.1287205595063585,0.10632716081346627
22000000,0.0861804855623112,0.11425609541947779,0.4979591836734694,0.0239775321997614,0.19987403498186418,0.06266799031823211,0.4333333333333333,0.11270980751529956,0.13131589197124702,0.08939351921004278
24000000,0.07021731962820577,0.09762219481867618,0.49387755102040815,0.023580535868728072,0.12511314500588924,0.05740620510187,0.375,0.125,0.11063200435723718,0.1041879643668869
26000000,0.08986178807295107,0.13211622694143443,0.5102040816326531,0.02380879196441836,0.20407669031216455,0.054398512467741966,0.3833333333333333,0.06262470322932737,0.10683251803030114,0.09433456982865378
28000000,0.13252078790555435,0.0988615924302394,0.5244897959183673,0.02198100543560789,0.21307003903978816,0.02521740843076259,0.3833333333333333,0.055052936247072165,0.11521757620939753,0.10838271670595363
30000000,0.15788182815161972,0.10587640227640804,0.5336734693877552,0.022138624431358445,0.2033387836922581,0.0989883883157745,0.43333333333333335,0.100378024133776,0.09050610312505773,0.10691296488598541
32000000,0.17681838113899825,0.08660779452475253,0.5489795918367346,0.01885987139410443,0.16734301537120091,0.05648057581856847,0.26666666666666666,0.008389583868362631,0.10283607980481496,0.12011234715787901
