eval/step,eval/avg_score
2000000.0,0.06056407596908252
4000000.0,0.0689191817450751
6000000.0,0.07223143375655082
8000000.0,0.09547434103351934
10000000.0,0.12059717682162403
12000000.0,0.13450513274896184
14000000.0,0.16335274516084256
16000000.0,0.16042193958305667
18000000.0,0.17447867852685073
20000000.0,0.1838699414447352
22000000.0,0.19731405835728538
24000000.0,0.18980214876054546
26000000.0,0.19573034799815103
28000000.0,0.20206150128135675
30000000.0,0.21189636708359103
32000000.0,0.20515681340626543
34000000.0,0.21936712852798157
36000000.0,0.2207085134329072
38000000.0,0.22330880570324524
40000000.0,0.23139606289008044
42000000.0,0.23879553245027613
44000000.0,0.2434221842478298
46000000.0,0.23425953838973512
48000000.0,0.2487362177793273
50000000.0,0.24322831168061385
52000000.0,0.24466436597769792
54000000.0,0.2547649161284036
56000000.0,0.25804366178504423
58000000.0,0.254795842223095
60000000.0,0.24594357798966943
62000000.0,0.2507026190253377
64000000.0,0.244932419550737
66000000.0,0.2631456748008755
68000000.0,0.26312806727387394
70000000.0,0.2458151875311007
72000000.0,0.2553452189390971
74000000.0,0.2511364034825092
76000000.0,0.2609380832112438
78000000.0,0.2654163000950939
80000000.0,0.24935789412946238
82000000.0,0.261814937243129
84000000.0,0.22426256938016628
86000000.0,0.2539396507126725
88000000.0,0.2817218981185624
90000000.0,0.2670060550410559
92000000.0,0.26824581342746384
94000000.0,0.27912944131150175
96000000.0,0.28274569846972347
98000000.0,0.2725445363375625
100000000.0,0.2725445363375625
