eval/step,eval/avg_score_dmcontrol,eval/avg_score_dmcontrol-ext,eval/avg_score_metaworld,eval/avg_score_maniskill,eval/avg_score_mujoco,eval/avg_score_box2d,eval/avg_score_robodesk,eval/avg_score_ogbench,eval/avg_score_pygame,eval/avg_score_atari
0.0,0.06014611970030576,0.044154201243600255,0.02040816326530612,0.011448076278212701,0.09534137690789067,0.007193405425368837,0.0,5.467220034915954e-05,0.0745963748716014,0.03129629690751985
2000000.0,0.10149184713988493,0.11849582338618347,0.18571428571428572,0.15973674176509828,0.15242652454568695,0.019170446175849065,0.13333333333333333,0.21323693727608772,0.17877498806307193,0.08481265495841701
4000000.0,0.08732993277027119,0.12775024849543115,0.23775510204081635,0.19492819386738222,0.1606652787188068,0.07313596361927921,0.3,0.2833333333333333,0.18217832110822202,0.09822716121992993
6000000.0,0.07081054036729062,0.15199308431474456,0.23163265306122452,0.30891849605830735,0.1699621793794601,0.0653430325910449,0.3333333333333333,0.26685564391082156,0.19089791020378472,0.09600617405441073
8000000.0,0.12098565609095434,0.14624191960535882,0.2663265306122449,0.4004289791703617,0.16693800853099675,0.12679937942812103,0.35000000000000003,0.3046479721796156,0.18306160467480753,0.08693739021610883
10000000.0,0.12840932291148893,0.1080417696339282,0.27142857142857146,0.4597902911866443,0.15936935137336453,0.09913716777418813,0.3916666666666666,0.25009636382067885,0.13835287567436402,0.0909735462628305
12000000.0,0.13964431045280382,0.15559686246137971,0.2755102040816326,0.47342997204326764,0.17321593234858787,0.27526170794135396,0.3333333333333333,0.325,0.18575428452244713,0.08837962995662733
14000000.0,0.14292889437309073,0.1335218220447132,0.2969387755102041,0.4931855208457111,0.16919004986993968,0.12282331751703168,0.35833333333333334,0.29584015982957984,0.197328623129349,0.09197222298287132
16000000.0,0.11243381079969945,0.16065473836715682,0.27857142857142864,0.49839209169763815,0.1682532176123156,0.025809146245592274,0.3083333333333333,0.317348630920363,0.19492535614898723,0.08157407420825351
18000000.0,0.1110052693398984,0.13846535770352375,0.2846938775510204,0.4819207458051904,0.16590648529236204,0.03510157534037717,0.375,0.2708333333333333,0.19903665368543252,0.08582407431849451
20000000.0,0.14069784805733002,0.15551959963863737,0.29081632653061223,0.5145919842335994,0.17601128893438725,0.06795434400555678,0.30833333333333335,0.29168077064241515,0.1738164931535721,0.1021666675116177
22000000.0,0.13498199563734184,0.15098590930574574,0.3020408163265306,0.5311434679016303,0.16436101790362348,0.20929644464922603,0.2916666666666667,0.2708333333333333,0.17513134876070055,0.0806574076069174
24000000.0,0.13710241282613078,0.16062015610805247,0.33469387755102037,0.517672409909191,0.17103661014698446,0.07369703552103601,0.35833333333333334,0.27550054216990244,0.1692586162911826,0.09765432067905311
26000000.0,0.07047521753728299,0.1624839097930817,0.3255102040816326,0.5288638701982564,0.16431160347225765,0.0766697204344382,0.3833333333333333,0.2583954796932327,0.19898458456032372,0.08649691374524048
28000000.0,0.0914538203588953,0.16416658180057198,0.2826530612244898,0.5067682180828544,0.16799828542862086,0.0552401770837605,0.3666666666666667,0.27499999999999997,0.19480225990134242,0.08724351857650887
30000000.0,0.07630589737499045,0.1676644482940901,0.3020408163265306,0.508455267177076,0.17954595163270523,0.048625700910633896,0.36666666666666664,0.28750000000000003,0.19615529479556962,0.09786111127619666
32000000.0,0.07885648301441033,0.17239195377861383,0.33265306122448973,0.5404609351699036,0.18223042086853336,0.030666352839148203,0.375,0.2881378960097209,0.17311086198805195,0.09923646469272811
34000000.0,0.14428127701747448,0.14523021693906912,0.3489795918367347,0.5531114591529129,0.18493409016324827,0.034168529920862056,0.4083333333333334,0.27523602768730293,0.20338620705235946,0.07773765543889669
36000000.0,0.1277583090281301,0.1515410107367643,0.34489795918367344,0.5207080308268122,0.20278699599051228,0.04198277500108816,0.4583333333333333,0.31254712184212013,0.23301751090866188,0.08573117376201683
38000000.0,0.14865389351931904,0.16627714839523833,0.30408163265306126,0.5497366553238746,0.16282701041394224,0.03886270843213424,0.3833333333333333,0.3128026247820041,0.172106469501006,0.09488117332673734
40000000.0,0.1163572914604174,0.1573297279101098,0.34285714285714286,0.5498902503448688,0.20084167018455143,0.01528274780503125,0.40833333333333327,0.2959605940520608,0.22248385005483504,0.1103271616200261
42000000.0,0.1124869701441956,0.13788608177674178,0.3122448979591837,0.5305356454219843,0.1703262123512104,0.01486570005363319,0.43333333333333335,0.2916666666666667,0.20243465166269362,0.09522222227382439
44000000.0,0.1310439386732128,0.1537114539254958,0.31530612244897965,0.5191168280358801,0.16977401714927207,0.012742966121493282,0.4499999999999999,0.3125,0.2138531352001193,0.10072067973238451
46000000.0,0.10738352920875867,0.1382215653102321,0.3255102040816326,0.5548147525518551,0.1911366461077705,0.02202616878059871,0.375,0.27500250695620704,0.186658963622942,0.09664506249181512
48000000.0,0.08574487964090492,0.1733069694649032,0.31938775510204087,0.5553813007142809,0.17939148135483265,0.017279619773034938,0.44999999999999996,0.30003377514561486,0.19751421840567338,0.07941975323828282
50000000.0,0.1026704999919838,0.1820552029676037,0.3479591836734694,0.5452720436421057,0.17758016178850086,0.02104852461536666,0.45,0.32090376847384805,0.20849637811464308,0.08589074032432917
52000000.0,0.07836583413120518,0.13488854862657718,0.32040816326530613,0.5457219311089401,0.19773285074625166,0.0236733712295063,0.39166666666666666,0.29583333333333334,0.21124487973774145,0.07339814893634024
54000000.0,0.10885981276514994,0.15983370734829805,0.3112244897959184,0.5579500332222476,0.18688766789467384,0.04204273707000539,0.3999999999999999,0.27935721675942965,0.2006691603492455,0.09261111261461068
56000000.0,0.12085560325314353,0.15248146455792266,0.31836734693877544,0.5727799902359645,0.18142855160403995,0.024386176613916177,0.3833333333333333,0.2708449711596283,0.22141871703784807,0.08334259310288837
