eval/avg_score_dmcontrol,eval/avg_score_dmcontrol-ext,eval/avg_score_metaworld,eval/avg_score_maniskill,eval/avg_score_mujoco,eval/avg_score_box2d,eval/avg_score_robodesk,eval/avg_score_ogbench,eval/avg_score_pygame,eval/avg_score_atari
0.074130276222436,0.05805659595598627,0.006122448979591836,0.007817449684248363,0.1160988343375114,0.031684782371451094,0.0,3.1740220341210564e-06,0.06546929428648006,0.03417284024396428
0.32265995757346294,0.2381969069627075,0.5333333333333332,0.3551784369680616,0.35132080105443797,0.600583347067004,0.48333333333333334,0.43473965103427564,0.4972033969774585,0.13285432189565013
0.44473502977176144,0.41801124060293654,0.6599999999999999,0.6276893821027545,0.4441129360037545,0.6989938099394749,0.5499999999999999,0.49125862022240957,0.626591562501792,0.19217917138012128
0.579055768487472,0.44559597411425783,0.6733333333333333,0.7001910145084065,0.564573667695125,0.8101843751966953,0.6166666666666666,0.5188472946484884,0.6823158421504655,0.1778391976720067
0.6133727347143922,0.5820147619117052,0.6688888888888889,0.7516779149572055,0.6143795075515905,0.7816818179388065,0.6833333333333332,0.6129629105329514,0.715537340806699,0.22963302504029814
0.6738075171190419,0.5973575161304325,0.7,0.7736794390612178,0.6389480173587799,0.8710249920375644,0.6666666666666666,0.6488338147600492,0.7519314971850498,0.2427489416052898
0.6537980335288878,0.6187955490779131,0.775,0.7932737444837888,0.7051741381486257,0.8606740686809644,0.7166666666666667,0.7452071150143942,0.7636163116996423,0.26287815670862247
0.6590421274135656,0.6616479881915438,0.734090909090909,0.7960962181289991,0.7071547266173487,0.7825598988682031,0.7333333333333334,0.7405303731560707,0.7477841767972628,0.2512491970219546
0.7174719821972151,0.6490791107993573,0.7977272727272727,0.801118575864368,0.7327648026247818,0.8851712968200445,0.7333333333333333,0.8135548934340476,0.7821518630965761,0.28714747765722365
0.7166650709563072,0.648156829830259,0.8045454545454547,0.8241587344143125,0.7264433220028876,0.8832269832491875,0.7666666666666666,0.8418006211519242,0.7772061761272581,0.27518540581481327
0.7329104332164662,0.6757523602427683,0.7477272727272729,0.8241288844082092,0.7605840605994065,0.889022097736597,0.7666666666666666,0.8029973765214283,0.8453843491838168,0.2886793220346724
0.684595008704126,0.6009278012439608,0.7659090909090908,0.8267058524820539,0.7513725630939007,0.8903987545520068,0.7333333333333334,0.8204339995980261,0.8862545469873829,0.29192399444679423
0.7624288650852312,0.6553293531731469,0.7636363636363637,0.7928629532456397,0.7663848961393039,0.8789502266794444,0.8166666666666668,0.8318467577298483,0.8347449447763594,0.29915358077182813
0.7003885000553672,0.6093053419839553,0.769767441860465,0.8572468433115218,0.7732211003700892,0.8881270444020628,0.7000000000000001,0.8279158030947049,0.8445224520088614,0.28336369499253733
0.7695092721475485,0.7110999071970582,0.7833333333333333,0.8515786077413294,0.7580091024438541,0.8560855084564537,0.7833333333333333,0.840457124511401,0.8698481860913728,0.3007929020569901
0.7604632143640803,0.710521462187171,0.8119047619047619,0.8541012997428576,0.7548251569271088,0.8836268990766258,0.8666666666666667,0.8580505649248759,0.8939160484232399,0.3153482100719379
0.7682614582945549,0.6244064562051789,0.8547619047619047,0.8785447400477198,0.6947267514963945,0.8849294014275075,0.85,0.8823910742998123,0.9114236794020001,0.329924260204037
0.7490390025751937,0.7458806172013283,0.8142857142857144,0.8885849532153871,0.734252378096183,0.8801340136677027,0.8333333333333334,0.8554231226444245,0.9127814726609933,0.3439038282812194
0.7393042137774285,0.7325861371587962,0.8142857142857144,0.8991482486327489,0.7481336859365304,0.8796301693539135,0.8166666666666668,0.9062901924053829,0.8466881373995229,0.36180527347950603
0.7861342870455733,0.6899931797452153,0.8523809523809524,0.8857462828358016,0.7326650954782963,0.741120786848478,0.7833333333333332,0.9333333333333335,0.8814355919823833,0.37761561721218406
0.7635981514646759,0.71983978463104,0.8452380952380952,0.8886026908953983,0.7784532636404037,0.8585031384136528,0.8833333333333334,0.9333333333333335,0.9086964845657347,0.4015917018952746
0.801108619354548,0.722190401586704,0.8357142857142857,0.9080865946080947,0.7662494537731012,0.8489304423332215,0.85,0.941546597580115,0.8827886451035738,0.39619814900819356
0.8090319742936464,0.745520610629319,0.8476190476190476,0.9162706022461253,0.7836861173311869,0.8697576513513923,0.8666666666666667,0.9333333333333335,0.909299412683437,0.40594981501775773
0.8078268153836896,0.7678856082551647,0.8380952380952381,0.9065217917164168,0.7914218855400881,0.8794245201395825,0.7833333333333332,0.9416666666666668,0.9209723014580578,0.44146171988298494
0.8048993052341001,0.7620911153033375,0.7999999999999998,0.9106286144918866,0.7999605067074299,0.8940085142850877,0.85,0.9333333333333332,0.9006127045342796,0.4107211567185543
0.8114145863707852,0.7616829350590706,0.8357142857142857,0.9191464909248881,0.789962246020635,0.8973681066185235,0.7999999999999999,0.8633908420801163,0.9066388213712917,0.44139171056449417
0.7954976396699752,0.7553428303450346,0.8238095238095237,0.9167550192938911,0.697630070336163,0.8844382342416793,0.8833333333333333,0.9583333333333334,0.8885418955726844,0.44140975409773764
0.8161715452708491,0.7739192388020456,0.9023809523809524,0.9023522429996067,0.803915391365687,0.8853742784587667,0.8333333333333334,0.975,0.9335253345338923,0.45459633192254434
0.776037553272078,0.7545185640454294,0.8595238095238096,0.8867368852047043,0.8020033019284408,0.7513322768732905,0.8833333333333334,0.9250000000000002,0.8934214165336206,0.44701391616491254
0.782621315894503,0.7234872464090586,0.8357142857142856,0.9132440247469478,0.8056061218182246,0.7635745669249444,0.8500000000000001,0.9500000000000001,0.9293063833525307,0.4108647343668121
0.8236016767949682,0.7618710815906525,0.8452380952380952,0.9139561896522841,0.796208687623342,0.8718433116329835,0.8500000000000001,0.9083333333333333,0.9040084250663455,0.4146932195527133
0.82790382376502,0.7698216378688811,0.8833333333333334,0.9128823639618027,0.8047066306074461,0.8833540938794613,0.8833333333333334,0.9233042339483898,0.8931856432243397,0.4494043648794847
0.826323499576529,0.769894115254283,0.9095238095238096,0.9053887559307944,0.8060944748421509,0.8768568092025816,0.85,0.9750000000000001,0.9262798974388525,0.45920012346296396
0.7732397616907422,0.7664265230298042,0.8999999999999999,0.9164034384820197,0.8089121170341969,0.8826378503115848,0.8500000000000001,0.9666666666666667,0.9322438630618547,0.4470778928517743
0.8198051906851885,0.7729976313188673,0.842857142857143,0.919299830165174,0.801110358039538,0.8773764986544847,0.8333333333333334,0.8500000000000001,0.9335342131162946,0.4301974978297949
0.8166382334727261,0.7816413611173629,0.8595238095238096,0.8945289716124534,0.7573940023779869,0.8834160555154086,0.8500000000000001,0.9666666666666668,0.9317935907919155,0.44825305148131317
0.8275019870476437,0.7706690534949302,0.8666666666666666,0.9218747470113967,0.7579821983973186,0.8560712118051015,0.9,0.9916666666666667,0.9489090034836217,0.4430963940366552
0.7810122526827389,0.7665155431255697,0.8976190476190475,0.9190164268016814,0.8067666513224442,0.8790284279733896,0.8666666666666667,0.9666666666666668,0.9104394464116347,0.4598372306881679
