eval/avg_score_dmcontrol,eval/avg_score_dmcontrol-ext,eval/avg_score_metaworld,eval/avg_score_maniskill,eval/avg_score_mujoco,eval/avg_score_box2d,eval/avg_score_robodesk,eval/avg_score_ogbench,eval/avg_score_pygame,eval/avg_score_atari
0.8158921532546864,0.771971184387803,0.8190476190476191,0.9158622415529357,0.7948079836865266,0.732247684407048,0.8333333333333334,0.975,0.9359951027129824,0.45683856305700765
0.813801675156349,0.7441772031888833,0.8738095238095239,0.9136692795488569,0.8046321325004101,0.8587223577545956,0.8166666666666665,0.9666666666666668,0.9468613056760086,0.4615881307154065
0.803615828277958,0.7604935806244612,0.8761904761904763,0.9052955562869707,0.8046690513690313,0.7587281488929875,0.85,0.9583333333333334,0.9100150671444441,0.4868329980721076
0.8096238613416928,0.7600060523254796,0.9023809523809525,0.913750724494457,0.7959354057908059,0.8487213803338819,0.85,0.9500000000000001,0.8485786422302847,0.48939586428028553
0.8270119117917991,0.7828582264482974,0.8500000000000001,0.9054520456327333,0.8125662212570508,0.8169614258687944,0.85,0.9583333333333334,0.9375245244879471,0.48170377381697843
0.8261649514338519,0.7720698948949575,0.8738095238095237,0.9131773102614614,0.8123036692539851,0.8684666188433766,0.8333333333333334,0.9166666666666669,0.932299705320283,0.4868086856893367
0.8178276343253865,0.7859620447969063,0.9714285714285715,0.9193107608291837,0.8069524141649406,0.7300365962437354,0.8500000000000001,0.9666666666666667,0.9368840576786744,0.48236935495364447
0.8161732422789404,0.7740692503750324,0.9261904761904761,0.9192895387609799,0.8140277609229088,0.8616919148247688,0.9,0.9416666666666668,0.9436440340782465,0.4807797278588017
0.8225773176423642,0.762195529602468,0.9452380952380951,0.9136579101284344,0.8182650158802668,0.8813040154636838,0.8166666666666665,0.9583333333333334,0.948633688139288,0.4929501416230642
0.836975702362966,0.7638344006612897,0.9142857142857144,0.9133995312783453,0.8212700389325619,0.7595009949989617,0.8333333333333334,0.8916666666666666,0.9431273752921506,0.46527935825288297
0.8367441816411905,0.7786563757807017,0.9190476190476191,0.9078881013724538,0.8011781444152196,0.8506895414087922,0.8666666666666667,0.9500000000000001,0.9389477343935716,0.5028903986568803
0.8241846070696885,0.77970048567513,0.8761904761904761,0.9164593342277738,0.8223719350993633,0.8807118485216051,0.8833333333333334,0.9583333333333334,0.9031700726402432,0.4839991093164792
0.8081205398753343,0.7830227054655552,0.7880952380952382,0.9162730056378577,0.8231481097638605,0.8596278597833589,0.8166666666666668,0.9333333333333332,0.9395092283424578,0.5145497462056854
