eval/step,walker-stand,walker-walk,walker-run,cheetah-run,reacher-easy,reacher-hard,acrobot-swingup,pendulum-swingup,cartpole-balance,cartpole-balance-sparse,cartpole-swingup,cartpole-swingup-sparse,cup-catch,finger-spin,finger-turn-easy,finger-turn-hard,fish-swim,hopper-stand,hopper-hop,quadruped-walk,quadruped-run,walker-walk-backward,walker-run-backward,cheetah-run-backward,cheetah-run-front,cheetah-run-back,cheetah-jump,hopper-hop-backward,reacher-three-easy,reacher-three-hard,cup-spin,pendulum-spin,jumper-jump,spinner-spin,spinner-spin-backward,spinner-jump,giraffe-run,mw-assembly,mw-basketball,mw-button-press-topdown,mw-button-press-topdown-wall,mw-button-press,mw-button-press-wall,mw-coffee-button,mw-coffee-pull,mw-coffee-push,mw-dial-turn,mw-disassemble,mw-door-open,mw-door-close,mw-drawer-close,mw-drawer-open,mw-faucet-open,mw-faucet-close,mw-hammer,mw-handle-press-side,mw-handle-press,mw-handle-pull-side,mw-handle-pull,mw-lever-pull,mw-peg-insert-side,mw-peg-unplug-side,mw-pick-out-of-hole,mw-pick-place,mw-pick-place-wall,mw-plate-slide,mw-plate-slide-side,mw-plate-slide-back,mw-plate-slide-back-side,mw-push-back,mw-push,mw-push-wall,mw-reach,mw-reach-wall,mw-soccer,mw-stick-push,mw-stick-pull,mw-sweep-into,mw-sweep,mw-window-open,mw-window-close,mw-bin-picking,mw-box-close,mw-door-lock,mw-door-unlock,mw-hand-insert,ms-ant-walk,ms-ant-run,ms-cartpole-balance,ms-cartpole-swingup,ms-hopper-stand,ms-hopper-hop,ms-pick-cube,ms-pick-cube-eepose,ms-pick-cube-so,ms-poke-cube,ms-push-cube,ms-pull-cube,ms-pull-cube-tool,ms-stack-cube,ms-place-sphere,ms-lift-peg,ms-pick-apple,ms-pick-banana,ms-pick-can,ms-pick-hammer,ms-pick-fork,ms-pick-knife,ms-pick-mug,ms-pick-orange,ms-pick-screwdriver,ms-pick-spoon,ms-pick-tennis-ball,ms-pick-baseball,ms-pick-cube-xarm6,ms-pick-sponge,ms-anymal-reach,ms-reach,ms-reach-eepose,ms-reach-xarm6,ms-cartpole-balance-sparse,ms-cartpole-swingup-sparse,mujoco-ant,mujoco-halfcheetah,mujoco-hopper,mujoco-inverted-pendulum,mujoco-reacher,mujoco-walker,bipedal-walker-flat,bipedal-walker-uneven,bipedal-walker-rugged,bipedal-walker-hills,bipedal-walker-obstacles,lunarlander-land,lunarlander-hover,lunarlander-takeoff,rd-push-red,rd-push-green,rd-push-blue,rd-open-slide,rd-open-drawer,rd-flat-block-in-bin,og-ant,og-antball,og-point-arena,og-point-maze,og-point-bottleneck,og-point-circle,og-point-spiral,og-ant-arena,og-ant-maze,og-ant-bottleneck,og-ant-circle,og-ant-spiral,pygame-cowboy,pygame-coinrun,pygame-spaceship,pygame-pong,pygame-bird-attack,pygame-highway,pygame-landing,pygame-air-hockey,pygame-rocket-collect,pygame-chase-evade,pygame-coconut-dodge,pygame-cartpole-balance,pygame-cartpole-swingup,pygame-cartpole-balance-sparse,pygame-cartpole-swingup-sparse,pygame-cartpole-tremor,pygame-point-maze-var1,pygame-point-maze-var2,pygame-point-maze-var3,atari-alien,atari-assault,atari-asterix,atari-atlantis,atari-bank-heist,atari-battle-zone,atari-beamrider,atari-boxing,atari-chopper-command,atari-crazy-climber,atari-double-dunk,atari-gopher,atari-ice-hockey,atari-jamesbond,atari-kangaroo,atari-krull,atari-ms-pacman,atari-name-this-game,atari-phoenix,atari-pong,atari-road-runner,atari-robotank,atari-seaquest,atari-space-invaders,atari-tutankham,atari-upndown,atari-yars-revenge
0.0,0.13321398049592972,0.02279635388404131,0.022282667085528375,0.014361488539725542,0.05669999998062849,0.0006999999983236194,0.0006879202120172901,0.0,0.2879508674144745,0.04460000097751617,0.1454075336456299,0.0,0.19790000319480897,0.0,0.0,0.0,0.11864358186721802,0.005089648347347975,1.9144029849904597e-05,0.2519013416254893,0.25448126937262716,0.024141182005405427,0.022439252864569426,0.02252568770200014,0.007974636973813176,0.008130277507007122,0.16837103813886642,0.0003298394731245935,0.13969999998807908,0.021800000546500088,0.029636311349167953,0.17222844883799554,0.026159466430544853,0.006744415033608675,0.00866857091896236,0.018455808237195014,0.2516005992889404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12370444163680076,0.1128042496740818,0.0021666666492819787,5.2830658620450774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427000000141561,0.0,0.10737696290016174,0.0,0.0,0.0052000001771375535,0.5840160429477692,0.0,0.0,0.0,0.0,0.0,0.0,0.0886042058467865,0.13287035636603833,0.032003696758783916,0.0,0.0,0.0,0.0,0.0,0.0,3.808826440945268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959999985992908,0.05000000111758709,0.06666666865348816,0.0,0.14084788113832475,0.021559928357601166,0.010000000149011612,0.028955004550516604,0.005448398925364017,0.40000000670552255,0.09589082598686219,0.0,0.053400001116096975,0.0,0.0751478761434555,0.0,0.0,0.0,0.14000000059604645,0.0,0.03999999910593033,0.03999999910593033,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.2666666805744171,0.0,0.0,0.0,0.014000000432133675,0.0,0.0,0.0,0.0,0.0,0.01600000075995922,0.0,0.0,0.006000000052154064,0.0
100000.0,0.3119231641292572,0.6896378107368946,0.08463435061275959,0.031481854431331155,0.8976999998092652,0.3862999975681305,0.023818509844568327,0.37799999713897703,0.5035481452941895,1.0,0.24592365324497223,0.0,0.9704999983310699,0.34660000205039976,0.20090000219643117,0.1,0.09288458302617073,0.014584338571876288,0.00043891761924896855,0.34227467477321627,0.1547091096639633,0.7632254958152771,0.05655815787613392,0.2875986874103546,0.0517081581056118,0.04910055622458458,0.17049523890018464,0.021371081217876054,0.14519999986514448,0.009600000199861824,0.8301626086235047,0.850725531578064,0.0463643410243094,0.05111305620521307,0.06066970154643059,0.10561350658535958,0.31164439022541046,0.0,0.0,1.0,0.5,1.0,1.0,1.0,,0.2,0.1,0.0,0.0,1.0,1.0,0.0,1.0,0.9,0.0,0.3,0.8,0.0,0.0,0.0,0.8,1.0,0.0,0.4,0.0,1.0,,1.0,1.0,0.0,0.9,0.9,1.0,1.0,,0.5,0.0,1.0,0.0,1.0,0.9,0.0,0.0,,0.9,0.9,0.0,0.0,0.965802788734436,0.5686420500278473,0.800166666507721,0.3127122461795807,0.0,0.0,0.0,0.5,0.7,1.0,0.0,0.0,0.0,0.0,0.3,0.4,0.4,0.2,0.0,0.0,0.8,0.3,0.3,0.1,0.0,0.4,0.1,0.0,0.0,1.0,1.0,1.0,0.6470999956130982,0.9919999837875366,0.18749602138996124,0.0508479617536068,0.0,1.0,0.8695808231830597,0.0,0.7179002523422241,1.0,0.7393778026103973,0.7989286065101624,0.026446015713736414,0.0,0.7542782127857208,0.7677358865737915,1.0,0.9,1.0,0.0,0.0,0.0,0.3168758124113083,0.0,1.0,1.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9600000083446503,0.13666666764765978,0.41666667312383654,0.20625,0.6798188537359238,0.8804753363132477,0.030000000447034835,0.006851651985198259,0.3502868786454201,0.64666668176651,0.9988575518131256,0.0014166693406878039,1.0,0.0,0.7329075694084167,0.7,0.3,0.4,0.14000000059604645,0.24149999916553497,0.05999999959021807,0.1847999982535839,0.0029999999329447745,0.3200000077486038,0.17599999904632568,0.5035000026226044,0.10000000149011612,0.09349999986588955,0.0,0.17199999690055848,0.3300000101327896,0.07000000104308128,0.0,0.0,0.09320000149309635,0.19566666930913926,0.29000000208616256,0.0,0.03340000081807375,0.0,0.036800000444054605,0.09150000214576721,0.23000000268220902,0.22219999581575395,0.0
200000.0,0.6822614967823029,0.9700345158576965,0.3673323094844818,0.2787518411874771,0.8797000046819449,0.6735999951139092,0.030177028372421078,0.0,0.993379533290863,1.0,0.41402651369571686,0.0,0.9644999980926514,0.6378000020980835,0.37889999747276304,0.12480000257492066,0.09476839452981949,0.1668090470135212,0.012332103823155194,0.46313393861055374,0.2071289025247097,0.9263246357440948,0.3553435355424881,0.3676071405410767,0.2075111448764801,0.11627947092056275,0.20410128831863403,0.47353057861328124,0.7687999963760376,0.27970000114291904,0.836773258447647,0.8277659893035889,0.38717614114284515,0.14481517896056176,0.1983046919107437,0.1491788722574711,0.44496792554855347,0.0,0.0,1.0,1.0,1.0,0.8,1.0,,0.9,0.3,0.0,0.1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8,1.0,0.6,0.5,0.0,1.0,,1.0,1.0,0.3,1.0,1.0,1.0,1.0,,0.7,0.3,1.0,1.0,1.0,0.6,0.4,0.5,,1.0,0.9,0.0,0.0,0.927181625366211,0.9659875094890594,0.7945000112056733,0.41714862585067747,1.0,0.4,0.1,0.8,1.0,1.0,0.9,0.0,0.0,0.7,0.8,0.8,0.8,0.5,0.4,0.6,0.9,0.6,0.4,0.7,0.5,0.8,0.7,0.1,0.0,1.0,1.0,1.0,1.0,0.9919999837875366,0.20951160192489623,0.09539647325873375,0.37700159549713136,1.0,0.9018926560878754,0.08087528925389051,0.5419854879379272,1.0,0.9957159161567688,0.9902800917625427,0.42406018897891046,0.001214299716957612,0.8149616718292236,0.8237328231334686,1.0,1.0,0.8,0.0,0.5,0.0,0.5951034426689148,0.2,1.0,0.9,1.0,0.7,0.9,0.6,0.0,0.0,0.0,0.0,1.0,0.985999995470047,0.6700000047683716,0.5333333313465118,0.2625,0.7920515537261963,0.9351025462150574,0.14000000283122063,0.01510407105088234,0.4975747585296631,0.860000005364418,0.9987713813781738,0.22491269409656525,1.0,0.0024000000674277546,0.9874893426895142,0.5,0.8,0.7,0.6269999980926514,0.3107999965548515,0.10399999879300595,0.3469999998807907,0.007999999821186066,0.23333334028720856,0.18479999899864197,0.57950000166893,0.10000000149011612,0.16450000405311585,0.0,0.13199999928474426,0.3800000071525574,0.0950000025331974,0.0019999999552965165,0.0005000000237487257,0.22379999831318856,0.2523333340883255,0.3499999940395355,0.002380952425301075,0.0,0.13599999845027924,0.05120000019669533,0.09275000244379043,0.5519999980926513,0.11780000105500221,0.14213999956846238
300000.0,0.9812750518321991,0.9640767455101014,0.4342126131057739,0.5382194697856904,0.9848999857902527,0.9674000084400177,0.01275571689257049,0.19900000095367432,0.9658989369869232,0.7804000079631805,0.8368035733699799,0.0,0.957200002670288,0.7710999965667724,0.3755999982357025,0.5768999993801117,0.18494203239679335,0.4059766620397568,0.11511304173618556,0.8438073635101319,0.2645899310708046,0.960942554473877,0.39810132384300234,0.5184163808822632,0.20464740544557572,0.3323154538869858,0.2577021554112434,0.4049663171172142,0.8910999983549118,0.09620000175200402,0.8395076870918274,0.824363648891449,0.034463242860510945,0.2728540152311325,0.3464132726192474,0.47169106304645536,0.27585106492042544,0.0,0.3,1.0,1.0,1.0,1.0,1.0,,0.9,0.4,0.0,0.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9,0.0,1.0,0.0,1.0,,0.7,1.0,0.0,1.0,0.8,1.0,1.0,,0.2,0.6,1.0,0.9,1.0,1.0,0.6,0.9,,0.8,1.0,0.0,0.0,0.9754682183265686,0.8604998767375946,0.8108333349227905,0.4684751033782959,1.0,0.4,0.1,1.0,0.9,0.9,1.0,0.0,0.0,1.0,0.7,0.9,0.8,0.9,0.8,0.6,1.0,0.9,0.8,0.6,0.8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9915999889373779,0.3829201191663742,0.116549913585186,0.621688038110733,1.0,0.9190238058567047,0.3472601294517517,1.0,0.9462363868951797,0.9813110649585723,1.0,0.69992316365242,0.1984310954809189,0.8701543807983398,0.7854189097881317,0.9,0.9,1.0,0.0,0.8,0.1,0.7261675357818603,0.1,1.0,1.0,1.0,0.9,0.7,0.8,0.0,0.0,0.0,0.0,1.0,0.9860000014305115,0.739999994635582,0.6166666686534882,0.49375,0.8491041362285614,0.9341223180294037,0.30000000149011613,0.01236106064170599,0.4745518684387207,0.8200000062584877,0.997354906797409,0.06419884152710438,1.0,0.0,0.9758911967277527,1.0,0.8,0.9,0.4180000007152557,0.26040000170469285,0.11299999989569187,0.28080000132322314,0.02000000011175871,0.06666666939854622,0.2133999988436699,0.6134999871253968,0.21000000610947608,0.2899999961256981,0.0,0.14800000116229056,0.3966666728258133,0.06500000096857547,0.0,0.010799999930895865,0.08420000076293946,0.17400000020861625,0.31800000220537183,0.0,0.0,0.19599999710917473,0.06040000021457672,0.12675000056624414,0.5639999985694886,0.13240000158548354,0.039674999681301414
400000.0,0.9891290426254272,0.9764607071876525,0.5007895708084107,0.5284287542104721,0.9856000006198883,0.966899985074997,0.08105974220306962,0.1884999990463257,0.9978619277477264,1.0,0.6473717629909516,0.0,0.9755000054836274,0.6611999928951263,0.4962999939918518,0.5907999992370605,0.15234476886689663,0.9085956692695618,0.14028669521212578,0.8256838500499726,0.2680149614810944,0.9684766232967377,0.48708735406398773,0.5760723292827606,0.36988665759563444,0.4634978502988815,0.39898107051849363,0.6134380221366882,0.9605000019073486,0.38150000348687174,0.8154564797878265,0.8560384094715119,0.6339199006557464,0.33014281690120695,0.3921867460012436,0.5732242852449417,0.4918276399374008,0.0,0.8,1.0,1.0,1.0,1.0,1.0,,0.8,0.8,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9,0.0,0.0,0.1,0.1,0.0,0.9,0.4,0.8,,1.0,0.0,0.1,1.0,0.9,1.0,1.0,,0.0,0.0,1.0,1.0,0.7,1.0,0.8,1.0,,1.0,1.0,0.0,0.0,0.9963024675846099,0.9871268510818482,0.8001666724681854,0.7699089705944061,0.8,0.6,0.3,1.0,1.0,1.0,1.0,0.5,0.0,0.9,0.9,0.9,0.8,0.9,0.8,0.7,1.0,0.9,1.0,0.9,0.9,1.0,0.9,0.1,0.0,1.0,1.0,1.0,0.71489999294281,0.9919999837875366,0.46661593914031985,0.1270904079079628,0.532810115814209,1.0,0.9116535425186157,0.6481070399284363,1.0,0.9550155997276306,1.0,0.9840902864933014,0.3758499473333359,0.19915070966817439,0.8927310526371002,0.8466169476509094,1.0,1.0,1.0,0.0,1.0,0.1,0.7555549263954162,0.8,1.0,1.0,0.9,1.0,1.0,0.9,0.0,0.0,0.0,0.0,1.0,1.0,0.7333333313465118,0.5833333313465119,0.55625,0.8678215205669403,0.9481967449188232,0.43000000566244123,0.01212000660598278,0.5324724644422532,0.9600000023841858,0.9989418923854828,0.8815473079681396,1.0,0.004800000134855509,0.986392867565155,0.7,0.6,0.8,0.3300000041723251,0.256199999153614,0.1,0.36940000057220457,0.04299999959766865,0.16000000536441802,0.1979999989271164,0.6520000040531159,0.6900000013411045,0.3840000033378601,0.007999999821186066,0.15200000032782554,0.36333334147930146,0.05500000081956387,0.0,0.39909999668598173,0.1888000026345253,0.22433332949876786,0.22399999871850013,0.0,0.01320000011473894,0.22799999490380288,0.054000001028180124,0.12349999770522117,0.5789999902248383,0.3000000059604645,0.10522499964572489
500000.0,0.9862426817417145,0.9460278868675231,0.5389491617679596,0.6133162498474121,0.9808000028133392,0.8719999969005585,0.036310728623098865,0.3967999994754791,0.9972705900669098,1.0,0.8390300571918488,0.0,0.9730999946594239,0.7837000012397766,0.7944999992847442,0.5912999987602234,0.2645954079926014,0.9250539600849151,0.19659730046987534,0.9447038650512696,0.4696599766612053,0.9707403004169464,0.4748860508203506,0.5678322017192841,0.39424032866954806,0.5069503307342529,0.5553623795509338,0.6069949924945831,0.8605999946594238,0.46450000405311587,0.8240181267261505,0.8579446315765381,0.5938265562057495,0.40545683801174165,0.3934092104434967,0.5043634943664074,0.5765948176383973,0.0,0.8,1.0,1.0,1.0,1.0,1.0,,1.0,0.9,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.7,0.2,0.9,0.5,1.0,,1.0,1.0,0.7,1.0,0.9,1.0,1.0,,0.0,0.0,1.0,1.0,0.4,1.0,0.9,1.0,,1.0,1.0,0.0,0.0,0.9937583625316619,0.9784454107284546,0.8078333377838135,0.7814226984977722,0.9,0.7,0.0,1.0,0.8,0.9,1.0,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.8,1.0,0.8,0.9,1.0,1.0,0.1,0.0,1.0,1.0,1.0,1.0,0.9909999966621399,0.5329058349132538,0.13228169083595276,0.6073339641094208,1.0,0.9138636231422425,0.6473029911518097,1.0,1.0,1.0,1.0,0.9479601860046387,0.2940098620951176,0.8964230179786682,0.8298068702220917,1.0,1.0,1.0,0.1,0.9,0.0,0.7860057771205902,0.6,1.0,0.9,1.0,1.0,1.0,0.9,0.2,0.4,0.0,0.0,1.0,1.0,0.8133333325386047,0.5833333373069763,0.5125,0.8810583710670471,0.9456688582897186,0.5500000104308128,0.05751317776739597,0.5856282860040665,1.0,0.9979638814926147,0.8741523623466492,1.0,0.002000000048428774,0.9835468292236328,0.6,0.9,1.0,0.29799999892711637,0.2981999978423119,0.09200000017881393,0.40039999783039093,0.05200000032782555,0.046666669100522994,0.17819999903440475,0.748499995470047,0.8100000038743019,0.5425000101327896,0.0,0.18599999994039534,0.38666667342185973,0.11000000275671482,0.0,0.45460000038146975,0.17259999960660935,0.28433333337306976,0.23800000101327895,0.011904762126505375,0.0217999997548759,0.2559999957680702,0.06999999992549419,0.0452499995008111,0.5859999835491181,0.06399999978020787,0.20059999972581863
600000.0,0.9869685173034668,0.9776145815849304,0.6381906747817994,0.6682141125202179,0.981199997663498,0.9481999933719635,0.08775675113065518,0.1,0.9933111548423768,1.0,0.8547694504261016,0.0,0.9638000071048737,0.7034999907016755,0.49519999623298644,0.3949000060558319,0.22596351578831672,0.9300307333469391,0.20901491194963456,0.9261863172054291,0.6449379920959473,0.9613297581672668,0.4897509545087814,0.5679495155811309,0.4934822767972946,0.5126350224018097,0.5617317974567413,0.6151199579238892,0.9763999998569488,0.5777999967336654,0.7723978161811829,0.8565773129463196,0.5241662964224816,0.46839622855186464,0.45536733865737916,0.4709098316729069,0.5967146813869476,0.0,0.9,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,0.9,0.8,1.0,1.0,0.0,1.0,0.9,0.2,0.9,0.9,1.0,0.0,0.3,0.5,1.0,0.4,1.0,0.8,1.0,,1.0,1.0,0.3,1.0,1.0,1.0,1.0,,0.8,0.7,0.9,1.0,0.0,,1.0,0.8,,1.0,1.0,0.0,0.0,0.9949540078639985,0.9876872479915619,0.8080000042915344,0.7765135586261749,1.0,0.9,0.5,1.0,1.0,0.8,1.0,0.7,0.0,1.0,1.0,1.0,1.0,0.9,0.8,0.7,1.0,1.0,0.8,0.9,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9986999988555908,0.9919999837875366,0.6760097444057465,0.13845242261886598,0.6502339661121368,1.0,0.9244194388389587,0.8419292569160461,1.0,1.0,0.8812467992305756,1.0,0.9365384817123413,0.3332349149510264,0.8951366484165192,0.8392357051372528,1.0,0.8,1.0,0.5,0.9,0.1,0.8424853801727294,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.1,0.1,1.0,1.0,0.45000000670552254,0.5333333373069763,0.75,0.8279522955417633,0.92809779047966,0.7700000047683716,0.09043068252503872,0.7088859975337982,0.9866666674613953,0.9970131576061249,0.8802008092403412,1.0,0.006200000131502748,0.9799291729927063,0.8,0.9,0.9,0.4289999961853027,0.256199999153614,0.14700000137090682,0.39159999787807465,0.07700000032782554,0.09333333671092987,0.1451999992132187,0.8645000040531159,0.6600000023841858,0.5049999922513961,0.0,0.14799999967217445,0.426666671037674,0.08000000193715096,0.0019999999552965165,0.558899998664856,0.30540000051259997,0.23666666597127914,0.2959999978542328,0.021428571827709676,0.0,0.310000005364418,0.06400000005960464,0.11325000002980232,0.5729999899864197,0.1954000011086464,0.19816499762237072
700000.0,0.981266462802887,0.9767235577106476,0.6594108045101166,0.6509725272655487,0.9697999954223633,0.9650999903678894,0.14333906203464722,0.14429999887943268,0.9806979596614838,1.0,0.8591613173484802,0.0,0.973800003528595,0.7888000071048736,0.6954999983310699,0.6872999966144562,0.15666718017309905,0.9323283135890961,0.22211641818284988,0.9017052769660949,0.15089580519124865,0.962422889471054,0.5443117141723632,0.5708587884902954,0.49730279445648196,0.5459859728813171,0.5757641553878784,0.6315984606742859,0.9769999921321869,0.75799999962328,0.8422246277332306,0.82643963098526,0.6252943694591522,0.4807173877954483,0.4812492847442627,0.6295525759458542,0.6376451671123504,0.0,0.4,1.0,1.0,1.0,1.0,1.0,,1.0,0.8,0.5,0.2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1,0.0,0.4,0.9,1.0,0.9,0.9,0.9,1.0,,1.0,1.0,0.2,1.0,0.0,1.0,1.0,,0.3,0.8,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.9964949369430542,0.9683246612548828,0.8139999985694886,0.789844274520874,1.0,0.8,0.0,1.0,0.9,1.0,1.0,0.8,0.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,1.0,0.9,0.9,1.0,1.0,1.0,1.0,0.3,0.0,1.0,1.0,1.0,0.9987999975681305,0.9919999837875366,0.7002390891313552,0.11606061537750065,0.6306570410728455,1.0,0.9123791515827179,0.8835924625396728,1.0,1.0,1.0,1.0,0.2170744776725769,0.3171147435903549,0.8962394654750824,0.8300505042076111,1.0,1.0,0.9,0.4,0.9,0.2,0.8863644778728486,0.8,1.0,1.0,0.9,1.0,0.9,1.0,0.1,0.4,0.3,0.6,1.0,1.0,0.7316666662693023,0.55,0.7375,0.8451735436916351,0.88887659907341,0.6599999949336052,0.23097649663686753,0.6362388014793396,0.9600000023841858,0.99848552942276,0.5755921006202698,1.0,0.011599999945610761,0.9817896246910095,1.0,0.7,0.7,0.40999999940395354,0.33599999397993086,0.09099999889731407,0.357399994134903,0.04799999892711639,0.07333333641290665,0.21120000034570693,0.9660000026226043,0.4200000062584877,0.39399999678134917,0.007999999821186066,0.21800000146031379,0.3900000065565109,0.010000000149011612,0.0019999999552965165,0.5407999932765961,0.1116000022739172,0.3769999980926514,0.3600000008940697,0.0,0.0598000006750226,0.22999999821186065,0.07559999749064446,0.12274999693036079,0.5870000004768372,0.1377999998629093,0.246444995701313
800000.0,0.9863204538822175,0.980400025844574,0.7191422283649445,0.7470823287963867,0.9772000014781952,0.9724999904632569,0.09739239439368248,0.8210999965667725,0.9981982946395874,1.0,0.7225305080413819,0.0,0.9768000066280365,0.8057999968528747,0.7834999978542327,0.5852000057697296,0.21911236196756362,0.9320022881031036,0.1759071315638721,0.8847849309444428,0.6819386839866638,0.9732316434383392,0.5915043234825135,0.6167543232440948,0.5195786118507385,0.529855364561081,0.5785397529602051,0.6228314578533173,0.9741999983787537,0.6740000009536743,0.8423381865024566,0.8553343653678894,0.5861811637878418,0.4820174932479858,0.5173138916492462,0.37138618156313896,0.6501990139484406,0.0,0.7,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.3,0.7,1.0,1.0,0.0,0.7,1.0,0.0,1.0,1.0,0.8,0.0,0.3,0.9,0.9,1.0,1.0,1.0,1.0,,1.0,1.0,0.7,1.0,0.6,1.0,1.0,,0.2,0.9,1.0,1.0,1.0,,0.5,1.0,,1.0,0.9,0.0,0.0,0.982467794418335,0.9816706478595734,0.807666665315628,0.7764636397361755,0.9,0.7,0.1,1.0,1.0,1.0,1.0,0.9,0.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9919999837875366,0.767704325914383,0.14141632467508317,0.6771409392356873,1.0,0.8937451779842377,0.9165820479393005,1.0,1.0,1.0,1.0,1.0,0.33087930381298064,0.8970488429069519,0.8534422278404236,1.0,0.9,1.0,0.4,1.0,0.1,0.8626587212085723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,0.2,0.4,1.0,0.9980000019073486,0.8283333361148835,0.6000000089406967,0.66875,0.8567551255226136,0.9254489541053772,0.5800000071525574,0.3796623721718788,0.7160226136446,1.0,0.999001407623291,0.8762867391109467,1.0,0.14799999967217445,0.984624832868576,0.8,0.9,0.6,0.47699999511241914,0.39269999861717225,0.10299999862909318,0.3430000007152557,0.048999999277293683,0.10666667073965072,0.2156000018119812,0.7285000026226044,0.8799999952316284,0.5805000007152558,0.0,0.2689999997615814,0.426666671037674,0.02500000037252903,0.02799999937415123,0.5916000008583069,0.19519999921321868,0.42666666507720946,0.27800000086426735,0.00476190485060215,0.020399999851360918,0.3220000028610229,0.07479999884963036,0.12024999707937241,0.5909999966621399,0.2734000012278557,0.23026999533176423
900000.0,0.9858955860137939,0.9761208236217499,0.7121424973011017,0.7570758879184722,0.9879999935626984,0.9809000074863434,0.11895762439817703,0.6629999995231628,0.9995961010456085,1.0,0.7570190370082855,0.0,0.9819000005722046,0.7837999999523163,0.7759999990463257,0.6348999992012978,0.18035424426198005,0.8342009067535401,0.2700455605983734,0.9602286159992218,0.6898296058177948,0.9604751169681549,0.6278574585914611,0.6180733680725098,0.49264621138572695,0.49382016956806185,0.5780033648014069,0.6293537795543671,0.9675000011920929,0.8410999953746796,0.8417895376682282,0.8366397261619568,0.6323647141456604,0.5135808557271957,0.5090023010969162,0.16026072651147844,0.6680419504642486,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.7,1.0,0.0,0.4,0.7,1.0,,1.0,1.0,0.8,1.0,1.0,1.0,1.0,,0.9,0.8,1.0,1.0,0.6,,0.8,1.0,,1.0,1.0,0.0,0.0,0.9977658033370972,0.9891997575759888,0.806166672706604,0.7857822239398956,1.0,0.9,0.3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9,0.9,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.9987999975681305,0.9919999837875366,0.7217445939779281,0.1448199689388275,0.6101548790931701,1.0,0.9032854318618775,0.9786550581455231,1.0,1.0,0.972458004951477,1.0,1.0,0.3282284140586853,0.8938550770282745,0.8712743699550629,1.0,0.9,1.0,0.6,0.8,0.3,0.9016074538230896,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.4,0.9,0.5,0.5,1.0,1.0,0.8366666615009308,0.55,0.75,0.8895771980285645,0.9404095649719239,0.4600000068545341,0.5245776906609535,0.7923495590686798,1.0,0.9980152428150177,0.8086494982242585,1.0,0.234000001847744,0.9826719224452972,0.9,0.2,0.9,0.5400000005960465,0.3044999971985817,0.09600000027567149,0.3750000029802322,0.07900000065565109,0.13333333730697633,0.13859999924898148,0.9059999942779541,0.7800000011920929,0.5280000030994415,0.0,0.17100000232458115,0.4366666734218597,0.0,0.0,0.5756999909877777,0.15439999848604202,0.38900000154972075,0.33199999630451205,0.002380952425301075,0.01320000011473894,0.30999999940395356,0.0403999999165535,0.12324999719858169,0.6010000050067902,0.17460000216960908,0.22597500085830688
